instant,dteday,season,year,month,hour,holiday,weekday,workingday,weather situation,temp,atemp,humidity,windspeed,casual,registered,count_cr,time_of_day,windspeed_category
12027,2012-05-21,Summer,2012,May,7.0,0,Monday,1,Light_rainsnow,0.56,0.5303,0.88,0.2985,7,146,153,Pagi,Angin Sedang
12028,2012-05-21,Summer,2012,May,8.0,0,Monday,1,Light_rainsnow,0.56,0.5303,0.88,0.2537,12,258,270,Pagi,Angin Sedang
12029,2012-05-21,Summer,2012,May,9.0,0,Monday,1,Light_rainsnow,0.56,0.5303,0.88,0.2239,14,172,186,Pagi,Angin Sedang
12030,2012-05-21,Summer,2012,May,10.0,0,Monday,1,Light_rainsnow,0.58,0.5455,0.88,0.2836,28,71,99,Pagi,Angin Sedang
12031,2012-05-21,Summer,2012,May,11.0,0,Monday,1,Misty,0.6,0.5606,0.83,0.1642,24,82,106,Pagi,Angin Ringan
12032,2012-05-21,Summer,2012,May,12.0,0,Monday,1,Misty,0.6,0.5606,0.83,0.2537,46,124,170,Siang,Angin Sedang
12033,2012-05-21,Summer,2012,May,13.0,0,Monday,1,Light_rainsnow,0.6,0.5606,0.83,0.2537,49,135,184,Siang,Angin Sedang
12034,2012-05-21,Summer,2012,May,14.0,0,Monday,1,Light_rainsnow,0.6,0.5606,0.83,0.194,45,135,180,Siang,Angin Ringan
12035,2012-05-21,Summer,2012,May,15.0,0,Monday,1,Misty,0.64,0.6061,0.73,0.194,67,158,225,Siang,Angin Ringan
12036,2012-05-21,Summer,2012,May,16.0,0,Monday,1,Misty,0.64,0.6061,0.73,0.2537,46,269,315,Sore,Angin Sedang
12037,2012-05-21,Summer,2012,May,17.0,0,Monday,1,Misty,0.66,0.6212,0.69,0.2537,40,468,508,Sore,Angin Sedang
12038,2012-05-21,Summer,2012,May,18.0,0,Monday,1,Clear,0.64,0.6061,0.73,0.1045,52,478,530,Sore,Angin Ringan
12039,2012-05-21,Summer,2012,May,19.0,0,Monday,1,Clear,0.66,0.6212,0.69,0.0896,57,391,448,Malam,Angin Ringan
12040,2012-05-21,Summer,2012,May,20.0,0,Monday,1,Clear,0.64,0.6061,0.69,0.1343,44,292,336,Malam,Angin Ringan
12041,2012-05-21,Summer,2012,May,21.0,0,Monday,1,Clear,0.62,0.6061,0.69,0.0896,31,210,241,Malam,Angin Ringan
12042,2012-05-21,Summer,2012,May,22.0,0,Monday,1,Misty,0.62,0.5909,0.73,0.1642,26,116,142,Malam,Angin Ringan
12043,2012-05-21,Summer,2012,May,23.0,0,Monday,1,Clear,0.62,0.5909,0.73,0.2836,18,79,97,Malam,Angin Sedang
12044,2012-05-22,Summer,2012,May,0.0,0,Tuesday,1,Clear,0.58,0.5455,0.83,0.2537,10,26,36,Malam,Angin Sedang
12045,2012-05-22,Summer,2012,May,1.0,0,Tuesday,1,Misty,0.58,0.5455,0.83,0.1343,11,16,27,Malam,Angin Ringan
12046,2012-05-22,Summer,2012,May,2.0,0,Tuesday,1,Misty,0.58,0.5455,0.83,0.1045,1,10,11,Malam,Angin Ringan
12047,2012-05-22,Summer,2012,May,3.0,0,Tuesday,1,Misty,0.58,0.5455,0.83,0.1045,0,5,5,Malam,Angin Ringan
12048,2012-05-22,Summer,2012,May,4.0,0,Tuesday,1,Misty,0.56,0.5303,0.88,0.1642,0,7,7,Malam,Angin Ringan
12049,2012-05-22,Summer,2012,May,5.0,0,Tuesday,1,Light_rainsnow,0.56,0.5303,0.88,0.194,0,17,17,Malam,Angin Ringan
12050,2012-05-22,Summer,2012,May,6.0,0,Tuesday,1,Light_rainsnow,0.56,0.5303,0.88,0.1045,8,129,137,Pagi,Angin Ringan
12051,2012-05-22,Summer,2012,May,7.0,0,Tuesday,1,Light_rainsnow,0.56,0.5303,0.88,0.1045,9,315,324,Pagi,Angin Ringan
12052,2012-05-22,Summer,2012,May,8.0,0,Tuesday,1,Misty,0.56,0.5303,0.88,0.1343,20,570,590,Pagi,Angin Ringan
12053,2012-05-22,Summer,2012,May,9.0,0,Tuesday,1,Misty,0.6,0.5606,0.83,0.1045,46,287,333,Pagi,Angin Ringan
12054,2012-05-22,Summer,2012,May,10.0,0,Tuesday,1,Misty,0.6,0.5758,0.78,0.0896,52,148,200,Pagi,Angin Ringan
12055,2012-05-22,Summer,2012,May,11.0,0,Tuesday,1,Misty,0.6,0.5758,0.78,0.0,39,150,189,Pagi,Angin Ringan
12056,2012-05-22,Summer,2012,May,12.0,0,Tuesday,1,Misty,0.62,0.5909,0.78,0.1045,76,178,254,Siang,Angin Ringan
12057,2012-05-22,Summer,2012,May,13.0,0,Tuesday,1,Misty,0.64,0.6061,0.73,0.0,48,195,243,Siang,Angin Ringan
12058,2012-05-22,Summer,2012,May,14.0,0,Tuesday,1,Misty,0.64,0.6061,0.73,0.1045,73,149,222,Siang,Angin Ringan
12059,2012-05-22,Summer,2012,May,15.0,0,Tuesday,1,Clear,0.7,0.6515,0.61,0.0896,54,191,245,Siang,Angin Ringan
12060,2012-05-22,Summer,2012,May,16.0,0,Tuesday,1,Clear,0.68,0.6364,0.61,0.1045,70,316,386,Sore,Angin Ringan
12061,2012-05-22,Summer,2012,May,17.0,0,Tuesday,1,Clear,0.72,0.6667,0.54,0.0,69,716,785,Sore,Angin Ringan
12062,2012-05-22,Summer,2012,May,18.0,0,Tuesday,1,Clear,0.68,0.6364,0.61,0.1343,76,709,785,Sore,Angin Ringan
12063,2012-05-22,Summer,2012,May,19.0,0,Tuesday,1,Clear,0.66,0.6212,0.69,0.2239,44,320,364,Malam,Angin Sedang
12064,2012-05-22,Summer,2012,May,20.0,0,Tuesday,1,Clear,0.64,0.6061,0.73,0.2537,54,319,373,Malam,Angin Sedang
12065,2012-05-22,Summer,2012,May,21.0,0,Tuesday,1,Clear,0.62,0.5909,0.78,0.1343,28,233,261,Malam,Angin Ringan
12066,2012-05-22,Summer,2012,May,22.0,0,Tuesday,1,Clear,0.62,0.5909,0.73,0.0896,17,157,174,Malam,Angin Ringan
12067,2012-05-22,Summer,2012,May,23.0,0,Tuesday,1,Clear,0.62,0.5909,0.73,0.1045,14,91,105,Malam,Angin Ringan
12068,2012-05-23,Summer,2012,May,0.0,0,Wednesday,1,Clear,0.62,0.5909,0.78,0.1343,19,28,47,Malam,Angin Ringan
12069,2012-05-23,Summer,2012,May,1.0,0,Wednesday,1,Clear,0.6,0.5606,0.83,0.1642,23,9,32,Malam,Angin Ringan
12070,2012-05-23,Summer,2012,May,2.0,0,Wednesday,1,Misty,0.6,0.5606,0.83,0.1642,2,10,12,Malam,Angin Ringan
12071,2012-05-23,Summer,2012,May,3.0,0,Wednesday,1,Clear,0.6,0.5758,0.78,0.1045,0,5,5,Malam,Angin Ringan
12072,2012-05-23,Summer,2012,May,4.0,0,Wednesday,1,Light_rainsnow,0.58,0.5455,0.83,0.194,0,3,3,Malam,Angin Ringan
12073,2012-05-23,Summer,2012,May,5.0,0,Wednesday,1,Light_rainsnow,0.56,0.5303,0.88,0.2537,6,29,35,Malam,Angin Sedang
12074,2012-05-23,Summer,2012,May,6.0,0,Wednesday,1,Clear,0.56,0.5303,0.88,0.1045,6,154,160,Pagi,Angin Ringan
12075,2012-05-23,Summer,2012,May,7.0,0,Wednesday,1,Clear,0.58,0.5455,0.83,0.0,16,452,468,Pagi,Angin Ringan
12076,2012-05-23,Summer,2012,May,8.0,0,Wednesday,1,Clear,0.58,0.5455,0.83,0.0,38,681,719,Pagi,Angin Ringan
12077,2012-05-23,Summer,2012,May,9.0,0,Wednesday,1,Misty,0.62,0.5909,0.78,0.0,39,258,297,Pagi,Angin Ringan
12078,2012-05-23,Summer,2012,May,10.0,0,Wednesday,1,Clear,0.62,0.5909,0.78,0.0896,52,139,191,Pagi,Angin Ringan
12079,2012-05-23,Summer,2012,May,11.0,0,Wednesday,1,Clear,0.64,0.6061,0.73,0.0,46,151,197,Pagi,Angin Ringan
12080,2012-05-23,Summer,2012,May,12.0,0,Wednesday,1,Misty,0.66,0.6212,0.69,0.0896,42,206,248,Siang,Angin Ringan
12081,2012-05-23,Summer,2012,May,13.0,0,Wednesday,1,Misty,0.66,0.6212,0.74,0.1642,69,201,270,Siang,Angin Ringan
12082,2012-05-23,Summer,2012,May,14.0,0,Wednesday,1,Clear,0.68,0.6364,0.65,0.1343,67,181,248,Siang,Angin Ringan
12083,2012-05-23,Summer,2012,May,15.0,0,Wednesday,1,Misty,0.7,0.6515,0.61,0.0,65,192,257,Siang,Angin Ringan
12084,2012-05-23,Summer,2012,May,16.0,0,Wednesday,1,Light_rainsnow,0.7,0.6515,0.61,0.0896,62,216,278,Sore,Angin Ringan
12085,2012-05-23,Summer,2012,May,17.0,0,Wednesday,1,Light_rainsnow,0.64,0.6061,0.69,0.1045,45,240,285,Sore,Angin Ringan
12086,2012-05-23,Summer,2012,May,18.0,0,Wednesday,1,Light_rainsnow,0.64,0.6061,0.69,0.1045,31,296,327,Sore,Angin Ringan
12087,2012-05-23,Summer,2012,May,19.0,0,Wednesday,1,Misty,0.62,0.5758,0.83,0.1642,40,336,376,Malam,Angin Ringan
12088,2012-05-23,Summer,2012,May,20.0,0,Wednesday,1,Misty,0.62,0.5758,0.83,0.0896,28,267,295,Malam,Angin Ringan
12089,2012-05-23,Summer,2012,May,21.0,0,Wednesday,1,Misty,0.62,0.5758,0.83,0.0,24,221,245,Malam,Angin Ringan
12090,2012-05-23,Summer,2012,May,22.0,0,Wednesday,1,Misty,0.62,0.5758,0.83,0.1642,23,136,159,Malam,Angin Ringan
12091,2012-05-23,Summer,2012,May,23.0,0,Wednesday,1,Clear,0.6,0.5606,0.83,0.1343,23,83,106,Malam,Angin Ringan
12092,2012-05-24,Summer,2012,May,0.0,0,Thursday,1,Clear,0.6,0.5606,0.83,0.0896,7,49,56,Malam,Angin Ringan
12093,2012-05-24,Summer,2012,May,1.0,0,Thursday,1,Clear,0.6,0.5455,0.88,0.0896,9,21,30,Malam,Angin Ringan
12094,2012-05-24,Summer,2012,May,2.0,0,Thursday,1,Clear,0.6,0.5455,0.88,0.0,1,15,16,Malam,Angin Ringan
12095,2012-05-24,Summer,2012,May,3.0,0,Thursday,1,Misty,0.6,0.5455,0.88,0.1045,1,3,4,Malam,Angin Ringan
12096,2012-05-24,Summer,2012,May,4.0,0,Thursday,1,Misty,0.6,0.5455,0.88,0.1642,0,5,5,Malam,Angin Ringan
12097,2012-05-24,Summer,2012,May,5.0,0,Thursday,1,Misty,0.6,0.5455,0.88,0.1642,1,29,30,Malam,Angin Ringan
12098,2012-05-24,Summer,2012,May,6.0,0,Thursday,1,Misty,0.6,0.5455,0.88,0.1642,10,146,156,Pagi,Angin Ringan
12099,2012-05-24,Summer,2012,May,7.0,0,Thursday,1,Clear,0.6,0.5606,0.83,0.1045,22,393,415,Pagi,Angin Ringan
12100,2012-05-24,Summer,2012,May,8.0,0,Thursday,1,Clear,0.62,0.5909,0.73,0.1343,33,659,692,Pagi,Angin Ringan
12101,2012-05-24,Summer,2012,May,9.0,0,Thursday,1,Clear,0.62,0.5909,0.73,0.1642,34,267,301,Pagi,Angin Ringan
12102,2012-05-24,Summer,2012,May,10.0,0,Thursday,1,Clear,0.64,0.6061,0.65,0.1343,47,138,185,Pagi,Angin Ringan
12103,2012-05-24,Summer,2012,May,11.0,0,Thursday,1,Clear,0.66,0.6212,0.65,0.1343,61,160,221,Pagi,Angin Ringan
12104,2012-05-24,Summer,2012,May,12.0,0,Thursday,1,Clear,0.7,0.6515,0.58,0.1045,76,213,289,Siang,Angin Ringan
12105,2012-05-24,Summer,2012,May,13.0,0,Thursday,1,Clear,0.72,0.6667,0.54,0.1642,69,233,302,Siang,Angin Ringan
12106,2012-05-24,Summer,2012,May,14.0,0,Thursday,1,Clear,0.74,0.6818,0.55,0.2239,72,180,252,Siang,Angin Sedang
12107,2012-05-24,Summer,2012,May,15.0,0,Thursday,1,Clear,0.74,0.6818,0.55,0.2537,69,222,291,Siang,Angin Sedang
12108,2012-05-24,Summer,2012,May,16.0,0,Thursday,1,Clear,0.74,0.6818,0.55,0.3582,61,329,390,Sore,Angin Kencang
12109,2012-05-24,Summer,2012,May,17.0,0,Thursday,1,Clear,0.74,0.6818,0.55,0.2836,120,678,798,Sore,Angin Sedang
12110,2012-05-24,Summer,2012,May,18.0,0,Thursday,1,Clear,0.72,0.6667,0.54,0.3284,118,634,752,Sore,Angin Sedang
12111,2012-05-24,Summer,2012,May,19.0,0,Thursday,1,Clear,0.7,0.6515,0.61,0.2985,76,416,492,Malam,Angin Sedang
12112,2012-05-24,Summer,2012,May,20.0,0,Thursday,1,Misty,0.66,0.6212,0.69,0.2836,55,343,398,Malam,Angin Sedang
12113,2012-05-24,Summer,2012,May,21.0,0,Thursday,1,Light_rainsnow,0.64,0.5909,0.78,0.1642,48,237,285,Malam,Angin Ringan
12114,2012-05-24,Summer,2012,May,22.0,0,Thursday,1,Misty,0.64,0.5909,0.78,0.1045,33,210,243,Malam,Angin Ringan
12115,2012-05-24,Summer,2012,May,23.0,0,Thursday,1,Misty,0.64,0.5909,0.78,0.1343,36,131,167,Malam,Angin Ringan
12116,2012-05-25,Summer,2012,May,0.0,0,Friday,1,Clear,0.62,0.5758,0.83,0.1343,10,63,73,Malam,Angin Ringan
12117,2012-05-25,Summer,2012,May,1.0,0,Friday,1,Clear,0.62,0.5758,0.83,0.0896,8,34,42,Malam,Angin Ringan
12118,2012-05-25,Summer,2012,May,2.0,0,Friday,1,Misty,0.62,0.5758,0.83,0.0,7,16,23,Malam,Angin Ringan
12119,2012-05-25,Summer,2012,May,3.0,0,Friday,1,Misty,0.62,0.5606,0.88,0.1045,8,6,14,Malam,Angin Ringan
12120,2012-05-25,Summer,2012,May,4.0,0,Friday,1,Misty,0.62,0.5606,0.88,0.0,3,6,9,Malam,Angin Ringan
12121,2012-05-25,Summer,2012,May,5.0,0,Friday,1,Misty,0.62,0.5606,0.88,0.0896,2,28,30,Malam,Angin Ringan
12122,2012-05-25,Summer,2012,May,6.0,0,Friday,1,Misty,0.62,0.5606,0.88,0.1045,5,108,113,Pagi,Angin Ringan
12123,2012-05-25,Summer,2012,May,7.0,0,Friday,1,Misty,0.62,0.5606,0.88,0.1642,7,352,359,Pagi,Angin Ringan
12124,2012-05-25,Summer,2012,May,8.0,0,Friday,1,Misty,0.64,0.5758,0.89,0.1045,32,551,583,Pagi,Angin Ringan
12125,2012-05-25,Summer,2012,May,9.0,0,Friday,1,Misty,0.64,0.5758,0.89,0.1343,52,288,340,Pagi,Angin Ringan
12126,2012-05-25,Summer,2012,May,10.0,0,Friday,1,Clear,0.68,0.6364,0.79,0.1642,69,163,232,Pagi,Angin Ringan
12127,2012-05-25,Summer,2012,May,11.0,0,Friday,1,Clear,0.68,0.6364,0.79,0.1343,90,193,283,Pagi,Angin Ringan
12128,2012-05-25,Summer,2012,May,12.0,0,Friday,1,Clear,0.72,0.6818,0.66,0.1045,84,237,321,Siang,Angin Ringan
12129,2012-05-25,Summer,2012,May,13.0,0,Friday,1,Clear,0.74,0.6818,0.62,0.1343,86,247,333,Siang,Angin Ringan
12130,2012-05-25,Summer,2012,May,14.0,0,Friday,1,Clear,0.74,0.6818,0.58,0.1343,104,263,367,Siang,Angin Ringan
12131,2012-05-25,Summer,2012,May,15.0,0,Friday,1,Clear,0.76,0.7121,0.62,0.194,106,360,466,Siang,Angin Ringan
12132,2012-05-25,Summer,2012,May,16.0,0,Friday,1,Clear,0.78,0.7121,0.52,0.2239,137,447,584,Sore,Angin Sedang
12133,2012-05-25,Summer,2012,May,17.0,0,Friday,1,Clear,0.76,0.7121,0.62,0.2836,124,529,653,Sore,Angin Sedang
12134,2012-05-25,Summer,2012,May,18.0,0,Friday,1,Clear,0.76,0.7121,0.62,0.194,131,391,522,Sore,Angin Ringan
12135,2012-05-25,Summer,2012,May,19.0,0,Friday,1,Clear,0.74,0.6818,0.62,0.2537,111,293,404,Malam,Angin Sedang
12136,2012-05-25,Summer,2012,May,20.0,0,Friday,1,Clear,0.7,0.6515,0.65,0.1642,80,270,350,Malam,Angin Ringan
12137,2012-05-25,Summer,2012,May,21.0,0,Friday,1,Clear,0.7,0.6515,0.65,0.1343,62,193,255,Malam,Angin Ringan
12138,2012-05-25,Summer,2012,May,22.0,0,Friday,1,Clear,0.66,0.6212,0.74,0.1045,65,147,212,Malam,Angin Ringan
12139,2012-05-25,Summer,2012,May,23.0,0,Friday,1,Clear,0.66,0.6061,0.78,0.2239,34,132,166,Malam,Angin Sedang
12140,2012-05-26,Summer,2012,May,0.0,0,Saturday,0,Clear,0.64,0.5758,0.83,0.1642,18,98,116,Malam,Angin Ringan
12141,2012-05-26,Summer,2012,May,1.0,0,Saturday,0,Clear,0.64,0.5758,0.83,0.1343,18,64,82,Malam,Angin Ringan
12142,2012-05-26,Summer,2012,May,2.0,0,Saturday,0,Clear,0.64,0.5758,0.89,0.1343,9,55,64,Malam,Angin Ringan
12143,2012-05-26,Summer,2012,May,3.0,0,Saturday,0,Clear,0.62,0.5606,0.88,0.1045,9,22,31,Malam,Angin Ringan
12144,2012-05-26,Summer,2012,May,4.0,0,Saturday,0,Clear,0.62,0.5606,0.88,0.1343,0,2,2,Malam,Angin Ringan
12145,2012-05-26,Summer,2012,May,5.0,0,Saturday,0,Clear,0.62,0.5758,0.83,0.2537,0,10,10,Malam,Angin Sedang
12146,2012-05-26,Summer,2012,May,6.0,0,Saturday,0,Clear,0.62,0.5606,0.88,0.194,6,25,31,Pagi,Angin Ringan
12147,2012-05-26,Summer,2012,May,7.0,0,Saturday,0,Misty,0.62,0.5606,0.88,0.1642,10,44,54,Pagi,Angin Ringan
12148,2012-05-26,Summer,2012,May,8.0,0,Saturday,0,Clear,0.64,0.5909,0.78,0.1343,38,103,141,Pagi,Angin Ringan
12149,2012-05-26,Summer,2012,May,9.0,0,Saturday,0,Clear,0.64,0.5758,0.83,0.194,97,192,289,Pagi,Angin Ringan
12150,2012-05-26,Summer,2012,May,10.0,0,Saturday,0,Clear,0.68,0.6364,0.79,0.2239,181,256,437,Pagi,Angin Sedang
12151,2012-05-26,Summer,2012,May,11.0,0,Saturday,0,Clear,0.7,0.6667,0.74,0.194,208,312,520,Pagi,Angin Ringan
12152,2012-05-26,Summer,2012,May,12.0,0,Saturday,0,Clear,0.74,0.697,0.66,0.2239,236,293,529,Siang,Angin Sedang
12153,2012-05-26,Summer,2012,May,13.0,0,Saturday,0,Clear,0.76,0.7273,0.66,0.194,265,274,539,Siang,Angin Ringan
12154,2012-05-26,Summer,2012,May,14.0,0,Saturday,0,Clear,0.76,0.7273,0.66,0.2239,307,257,564,Siang,Angin Sedang
12155,2012-05-26,Summer,2012,May,15.0,0,Saturday,0,Clear,0.76,0.7273,0.66,0.2836,274,239,513,Siang,Angin Sedang
12156,2012-05-26,Summer,2012,May,16.0,0,Saturday,0,Clear,0.78,0.7273,0.55,0.2537,261,243,504,Sore,Angin Sedang
12157,2012-05-26,Summer,2012,May,17.0,0,Saturday,0,Misty,0.78,0.7121,0.52,0.2537,235,227,462,Sore,Angin Sedang
12158,2012-05-26,Summer,2012,May,18.0,0,Saturday,0,Misty,0.76,0.697,0.52,0.194,199,216,415,Sore,Angin Ringan
12159,2012-05-26,Summer,2012,May,19.0,0,Saturday,0,Misty,0.74,0.697,0.66,0.2239,159,214,373,Malam,Angin Sedang
12160,2012-05-26,Summer,2012,May,20.0,0,Saturday,0,Misty,0.74,0.6818,0.55,0.194,103,152,255,Malam,Angin Ringan
12161,2012-05-26,Summer,2012,May,21.0,0,Saturday,0,Misty,0.72,0.6818,0.62,0.194,100,151,251,Malam,Angin Ringan
12162,2012-05-26,Summer,2012,May,22.0,0,Saturday,0,Clear,0.7,0.6667,0.74,0.2537,86,118,204,Malam,Angin Sedang
12163,2012-05-26,Summer,2012,May,23.0,0,Saturday,0,Clear,0.7,0.6667,0.74,0.2537,36,114,150,Malam,Angin Sedang
12164,2012-05-27,Summer,2012,May,0.0,0,Sunday,0,Misty,0.68,0.6364,0.69,0.1642,48,89,137,Malam,Angin Ringan
12165,2012-05-27,Summer,2012,May,1.0,0,Sunday,0,Clear,0.66,0.6212,0.74,0.2239,17,61,78,Malam,Angin Sedang
12166,2012-05-27,Summer,2012,May,2.0,0,Sunday,0,Clear,0.64,0.6061,0.73,0.2239,16,45,61,Malam,Angin Sedang
12167,2012-05-27,Summer,2012,May,3.0,0,Sunday,0,Clear,0.64,0.6061,0.73,0.1642,11,25,36,Malam,Angin Ringan
12168,2012-05-27,Summer,2012,May,4.0,0,Sunday,0,Clear,0.62,0.5758,0.83,0.194,4,7,11,Malam,Angin Ringan
12169,2012-05-27,Summer,2012,May,5.0,0,Sunday,0,Clear,0.62,0.5758,0.83,0.194,2,5,7,Malam,Angin Ringan
12170,2012-05-27,Summer,2012,May,6.0,0,Sunday,0,Clear,0.62,0.5758,0.83,0.1642,8,14,22,Pagi,Angin Ringan
12171,2012-05-27,Summer,2012,May,7.0,0,Sunday,0,Clear,0.62,0.5606,0.88,0.1642,22,30,52,Pagi,Angin Ringan
12172,2012-05-27,Summer,2012,May,8.0,0,Sunday,0,Clear,0.64,0.5758,0.83,0.194,69,82,151,Pagi,Angin Ringan
12173,2012-05-27,Summer,2012,May,9.0,0,Sunday,0,Clear,0.66,0.6061,0.83,0.2239,130,140,270,Pagi,Angin Sedang
12174,2012-05-27,Summer,2012,May,10.0,0,Sunday,0,Clear,0.68,0.6364,0.74,0.2537,209,215,424,Pagi,Angin Sedang
12175,2012-05-27,Summer,2012,May,11.0,0,Sunday,0,Clear,0.72,0.6818,0.66,0.2239,268,251,519,Pagi,Angin Sedang
12176,2012-05-27,Summer,2012,May,12.0,0,Sunday,0,Clear,0.74,0.697,0.66,0.2537,301,269,570,Siang,Angin Sedang
12177,2012-05-27,Summer,2012,May,13.0,0,Sunday,0,Clear,0.76,0.7121,0.58,0.194,270,228,498,Siang,Angin Ringan
12178,2012-05-27,Summer,2012,May,14.0,0,Sunday,0,Clear,0.76,0.7121,0.58,0.2537,317,230,547,Siang,Angin Sedang
12179,2012-05-27,Summer,2012,May,15.0,0,Sunday,0,Clear,0.78,0.7121,0.52,0.2836,290,245,535,Siang,Angin Sedang
12180,2012-05-27,Summer,2012,May,16.0,0,Sunday,0,Clear,0.78,0.7121,0.52,0.2836,258,243,501,Sore,Angin Sedang
12181,2012-05-27,Summer,2012,May,17.0,0,Sunday,0,Clear,0.78,0.7121,0.49,0.2985,275,247,522,Sore,Angin Sedang
12182,2012-05-27,Summer,2012,May,18.0,0,Sunday,0,Clear,0.76,0.7121,0.58,0.2985,266,252,518,Sore,Angin Sedang
12183,2012-05-27,Summer,2012,May,19.0,0,Sunday,0,Clear,0.76,0.7121,0.58,0.194,230,212,442,Malam,Angin Ringan
12184,2012-05-27,Summer,2012,May,20.0,0,Sunday,0,Clear,0.74,0.6818,0.55,0.1642,168,224,392,Malam,Angin Ringan
12185,2012-05-27,Summer,2012,May,21.0,0,Sunday,0,Light_rainsnow,0.66,0.6212,0.69,0.4179,64,79,143,Malam,Angin Kencang
12186,2012-05-27,Summer,2012,May,22.0,0,Sunday,0,Light_rainsnow,0.62,0.5758,0.83,0.0,9,50,59,Malam,Angin Ringan
12187,2012-05-27,Summer,2012,May,23.0,0,Sunday,0,Light_rainsnow,0.62,0.5758,0.83,0.1343,31,65,96,Malam,Angin Ringan
12188,2012-05-28,Summer,2012,May,0.0,1,Monday,0,Clear,0.62,0.5758,0.83,0.2239,21,44,65,Malam,Angin Sedang
12189,2012-05-28,Summer,2012,May,1.0,1,Monday,0,Misty,0.62,0.5909,0.78,0.2985,14,45,59,Malam,Angin Sedang
12190,2012-05-28,Summer,2012,May,2.0,1,Monday,0,Clear,0.6,0.5606,0.83,0.2239,20,28,48,Malam,Angin Sedang
12191,2012-05-28,Summer,2012,May,3.0,1,Monday,0,Clear,0.62,0.5909,0.73,0.1642,6,12,18,Malam,Angin Ringan
12192,2012-05-28,Summer,2012,May,4.0,1,Monday,0,Clear,0.6,0.5758,0.78,0.1343,2,4,6,Malam,Angin Ringan
12193,2012-05-28,Summer,2012,May,5.0,1,Monday,0,Clear,0.6,0.5758,0.78,0.1343,4,5,9,Malam,Angin Ringan
12194,2012-05-28,Summer,2012,May,6.0,1,Monday,0,Clear,0.62,0.5909,0.73,0.1642,6,14,20,Pagi,Angin Ringan
12195,2012-05-28,Summer,2012,May,7.0,1,Monday,0,Clear,0.62,0.5909,0.78,0.1045,24,43,67,Pagi,Angin Ringan
12196,2012-05-28,Summer,2012,May,8.0,1,Monday,0,Clear,0.66,0.6212,0.69,0.0,62,93,155,Pagi,Angin Ringan
12197,2012-05-28,Summer,2012,May,9.0,1,Monday,0,Clear,0.7,0.6515,0.61,0.0,121,142,263,Pagi,Angin Ringan
12198,2012-05-28,Summer,2012,May,10.0,1,Monday,0,Clear,0.7,0.6515,0.61,0.0,189,175,364,Pagi,Angin Ringan
12199,2012-05-28,Summer,2012,May,11.0,1,Monday,0,Clear,0.72,0.6818,0.66,0.1343,254,222,476,Pagi,Angin Ringan
12200,2012-05-28,Summer,2012,May,12.0,1,Monday,0,Clear,0.76,0.7121,0.62,0.1343,233,292,525,Siang,Angin Ringan
12201,2012-05-28,Summer,2012,May,13.0,1,Monday,0,Clear,0.8,0.7879,0.63,0.2836,272,284,556,Siang,Angin Sedang
12202,2012-05-28,Summer,2012,May,14.0,1,Monday,0,Clear,0.8,0.7879,0.63,0.2836,238,227,465,Siang,Angin Sedang
12203,2012-05-28,Summer,2012,May,15.0,1,Monday,0,Clear,0.82,0.7879,0.56,0.2985,181,279,460,Siang,Angin Sedang
12204,2012-05-28,Summer,2012,May,16.0,1,Monday,0,Clear,0.82,0.7879,0.56,0.3284,223,278,501,Sore,Angin Sedang
12205,2012-05-28,Summer,2012,May,17.0,1,Monday,0,Clear,0.82,0.7879,0.56,0.2985,158,247,405,Sore,Angin Sedang
12206,2012-05-28,Summer,2012,May,18.0,1,Monday,0,Clear,0.8,0.7727,0.59,0.2985,132,251,383,Sore,Angin Sedang
12207,2012-05-28,Summer,2012,May,19.0,1,Monday,0,Clear,0.8,0.7576,0.55,0.2985,148,247,395,Malam,Angin Sedang
12208,2012-05-28,Summer,2012,May,20.0,1,Monday,0,Clear,0.78,0.7424,0.62,0.2985,114,203,317,Malam,Angin Sedang
12209,2012-05-28,Summer,2012,May,21.0,1,Monday,0,Clear,0.76,0.7273,0.66,0.2836,66,181,247,Malam,Angin Sedang
12210,2012-05-28,Summer,2012,May,22.0,1,Monday,0,Clear,0.74,0.697,0.7,0.1642,47,110,157,Malam,Angin Ringan
12211,2012-05-28,Summer,2012,May,23.0,1,Monday,0,Clear,0.72,0.697,0.74,0.1642,22,60,82,Malam,Angin Ringan
12212,2012-05-29,Summer,2012,May,0.0,0,Tuesday,1,Clear,0.7,0.6667,0.79,0.194,12,33,45,Malam,Angin Ringan
12213,2012-05-29,Summer,2012,May,1.0,0,Tuesday,1,Clear,0.7,0.6667,0.79,0.194,1,13,14,Malam,Angin Ringan
12214,2012-05-29,Summer,2012,May,2.0,0,Tuesday,1,Clear,0.68,0.6364,0.83,0.1343,0,8,8,Malam,Angin Ringan
12215,2012-05-29,Summer,2012,May,3.0,0,Tuesday,1,Clear,0.68,0.6364,0.79,0.2836,1,2,3,Malam,Angin Sedang
12216,2012-05-29,Summer,2012,May,4.0,0,Tuesday,1,Clear,0.66,0.6061,0.78,0.2239,0,5,5,Malam,Angin Sedang
12217,2012-05-29,Summer,2012,May,5.0,0,Tuesday,1,Clear,0.66,0.6061,0.78,0.2239,1,32,33,Malam,Angin Sedang
12218,2012-05-29,Summer,2012,May,6.0,0,Tuesday,1,Clear,0.66,0.6061,0.78,0.2239,9,145,154,Pagi,Angin Sedang
